id,about,sector
612,"About Us Ballymena architects and Planning Consultants, Slemish Design Studio are located between Ballymena and Broughshane in County Antrim, Northern Ireland. Founded in 2012 by Steven Bell and Joe Magill, we are a young and vibrant architect studio, providing a passion for innovative and quality design, as part of our personal and attentive customer service. Our Expertise Slemish Design Studio reaches across the United Kingdom and Ireland to provide architectural services covering all projects including bespoke home, barn conversion, house extensions as well as housing, community, commercial, office and industrial developments. Slemish Design Studio, are interested in both contemporary and traditional architecture, using local traditions and materials appropriate for each site, while always ensuring the design and functionality is never diminished. With years of experience spanning most architectural sectors and influences from across the globe, we are the architects to help you design, develop and construct the most appropriate and inspiring project for your needs. Client centered approach At the centre of our ethos is our client. They are crucial to the development of the brief, understanding the scheme and delivering the project. We pride ourselves in our communication, professional approach and easygoing nature with our clients, to help make your project as easy as possible. You employ stone, wood and concrete, and with these materials you build houses and palaces. That is construction. Ingenuity is at work. But suddenly you touch my heart, you do me good, I am happy and I say: 'This is beautiful.' That is Architecture. Art enters in.",construction
613,"Benefits of SlimpaneBenefits of Slimpane: - Reduced width to 12mm (0.5 inches), as thin as a pencil - Use of Krypton gas for better performance - Achieves similar thermal and acoustic performance to standard DGUs - Minimal condensation - Five-year warranty - Dark spacer bars blend in, resembling a glass shadow - Ideal for period buildings - Energy-efficient",construction
614,"Established in 1970, by Will and Moyra Sloan, Sloan Transport Ltd, is a family run business, offering a wide range of services from road transport to HGV servicing. From our base in Dromara, we operate across the whole of Ireland and the UK mainland. We specialise in the haulage of goods to all parts of the UK. If you have goods that require smooth, quick delivery to their destination, Sloan Transport is the name you can trust. For a friendly chat about how we can help you ring 028 9753 2589. Do you have a commercial vehicle that needs servicing or repair? Then send it along to Sloan Transport. Based in our own workshop in Dromara, our in-house team of specialists will make sure your vehicle is working at its best. We also provide a range of products suitable for animal bedding. Our assortment of wood shavings and sawdust, including Bedmax, mean your cattle, equine and poultry bedding needs are covered.",transportation
615,"Formed in 1981 with the takeover of a small Belfast based accountancy practice the company has expanded significantly through natural growth and planned acquisitions of a number of smaller independent practices to its present position. From two partners and a secretary, the firm now has a total of ten people providing services ranging from accounts preparation to resolving major tax problems.We are committed to offering all our clients a personal service with all work and client affairs managed directly by the partners. It is very important to the partners that the personal touch is maintained and this, combined with a professional approach ensures an unrivalled service. We talk plain English with jargon free language that you will understand. We are proud to say most of our existing clients have come through personal recommendations, ranging from local retail business, farmers in Scotland to financial businesses in London.We even deal with clients from as far away as Hong Kong so location is no obstacle to us. To find out why people recommend us, contact us now for a free initial consultation.",finance
616,"SOS Sales Ltd has over 15 years experience in the vehicle sales market. We have an extensive stock list which includes tankers, trucks and trailers, dump trucks and excavators. We are the official export agents for a number of UK and International manufacturers including Maximus, NC Engineering, IMS and McGirr Engineering The company has been growing every year since we started trading and whilst the majority of sales are to the British and Irish markets we are now building a large worldwide customer base. We have an office in Ndola, Zambia from where we import and export vehicles worldwide. We can offer a trade in on your old equipment against new purchases - taking away the worry of you having to dispose of your obsolete vehicles. We are the official export agents for a number of UK and International manufacturers including Maximus, NC Engineering, IMS and McGirr Engineering.",transportation
617,"The team at South Dublin Electricians are proud to offer top-quality home electrical rewiring and other domestic electrical services. Why not talk to one of our qualified, professional electricians if you've got a domestic electrical project or problem? Do you have an electrical project or problem but don't know where to start? Our expert team of registered and qualified electricians are happy to chat about the scope and cost of the project before beginning. With a vast and varied customer base, we complete commercial and industrial electrical contracts. This includes large corporate or business fit-outs and LED lighting projects for high-visibility clients. They've immediately seen significant financial savings. Emergencies never happen at a convenient time. When issues arise outside the hours of 9am-5pm, you can always give South Dublin Electricians a call. Customer satisfaction is paramount to our mission: YOUR success is OUR success. Why not fill out the enquiry form and we'll get back to you as soon as possible with a free quote? Thank you for considering South Dublin Electricians.",electrical
618,"Southside Industrial Wipes are a cleaning Cloth and Wipe supply company with over 25 years experience in the industry. ESTABLISHED IN 1990 and have been providing a professional and reliable service to our large customer base ever since. We provide a wide range ofl products including: paper products cloths and wipes Southside Industrial Wipes products are used in a wide variety of work places such as offices, industrial, printers, motor trade, schools, creches and nursing homes to name a few. All our products are competitively priced, but this doesn't mean we skimp on quality! We welcome all enquires and if you cannot find the products you need or require any further assistance please do not hesitate to contact us and we will be happy to help.",industry
619,"Special Steels Ltd (SSL) are one of Ireland's leading distributors of Engineering and Stainless Steels, Aluminium and much more. Other types of steel can be sourced from mills and stockists at competitive prices. SSL recently started stocking a Hydraulic range as well as Hard Chrome Plated Rods, Smooth Bore and Honed Bore Tubes. Established in 1990, we have extensive knowledge and expertise in the complete range of steels and their applications. We offer a full Supply Chain Solution incorporating sourcing; processing; cutting & polishing; HIT delivery on site. Conveniently located in Ballymount, Dublin 22 in a 22,000 Sq., Ft. warehouse, just 2 mins off the M50 at Exit 10. We are an ISO 9001 2015 company and operate to the highest standard in the industry. All our products are certified, and we have full traceability. We offer a 24 hour delivery service for product from stock. Non - stock items can usually be delivered within one week. We support the requirements of all metal users, large and small. We source steel from leading steel mills around the world ensuring competitively priced products to the Irish and UK markets. We have extensive experience of working with the engineering, construction and agricultural sector supplying materials for fabrication, manufacture, refurbishment, or general repair work. We can offer a broad spectrum of products, supplied from a single source. We act as a one-stop shop enabling us to process and deliver to exact requirements for the engineering, maintenance, and manufacturing industries.",engineering
620,"Specialist Tooling Supplies (STS) is a leading distributor and supplier within the engineering trade. STS have gained a reputation exceeding a level of excellence in problem solving, service and technical knowledge backing this up with a comprehensive range of precision products.Today STS takes great pride in having built up an impressive list of satisfied customers. The team at STS are convinced that to have success in today's market, a company must maintain high standards of customer care as it endeavours to assist the needs of the customer.STS relentlessly pursues higher standards in customer service and because of this it is no surprise that satisfied customers return time and time again.The core products we supply are indexable carbide tooling and associated tooling. We can design special cutters from customer's component drawings. We can offer a special 48 hour premium service for that last minute job needed yesterday... We offer next day delivery anywhere in Ireland for in stock items.",engineering
621,"Speciality Printing is one of Ireland's leading Print Providers of high quality lithographic and digital print solutions. Our success is due in no small part to our small and dedicated team of employees, whose technical expertise and quality of service is matched only by our continuous investment in the latest technologies in Pre-Press, Printing and Finishing Equipment. As a central Mission Statement we strive to provide the highest quality services to our clients whilst pro-actively seeking ways to develop and enhance these relationships, allowing both ourselves and our clients to prosper. Industry Nominations and Awards are testament to these values and to our dedication to our clients.",print
622,"Established in 1993 and based in Dublin, Ireland, Spectrum Communications offers high quality telecom services and products from the LG-Ericsson and Panasonic ranges. These communications products provide voice/data solutions using IP, ISDN or analogue connections.Choosing a telephone system can be a daunting task for anyone not familiar with the latest trends in telecommunications. Spectrum Communications make choosing a telephone system easy. Whether it is an IP phone system or a more traditional digital system, we can facilitate you in finding the best overall solution. Spectrum Communications have been supplying telephone system to business of all sizes for over 20 years. We have the expertise and the product range needed to ensure you get the right telephone system for you application. Proposing the right solution for you is important to us and we always take time to study your requirements before proposing a solution. We are distributors of LG Ericsson products and offer value for money over all of our product range.",it
623,"Our company was established at Bankmore Street Belfast, we then re-located to Ormeau Avenue Belfast. In 2000, due to increased volume of repeat business we moved our premises to Lisnataylor Road, Nutts Corner. Since our move to our current premises we have expanded internally increasing our floor space with mezzanines and extensive racking to offer our parts as 'off the shelf'. 40 years on and our friendly and experienced staff are still supplying competitively priced parts to fleet operators, education boards, local councils, quarries, recycling companies, fisheries and harbours, crane and forklift companies, farmers, agricultural contractors, DIY'ers and many many more. We pride ourselves in having the ability to have parts across NI in hours, not days, delivered by one of our own delivery staff. Extending our range of services, we now also offer brake shoe relining and bonding, covering leisure caravans, agricultural machinery, cranes and forklifts to name a few.",transportation
624,"Stainless Catering Supplies (NME) is a local Northern Ireland Business which manufactures stainless steel items for outfitting commercial kitchens and bars. Please check out our Portfolio for examples of our work. Items which we regularly supply include extraction canopies, tables, shelving, wine glass racks, and grease traps. We have been in business supplying the catering and entertainment industry for over 20 years. If there are any items that you require that have not been mentioned on this site, please contact us for a consultation.",engineering
625,"Staxon Design & Print specializes in high quality print and design projects at affordable prices. We cover a large spectrum of print work from business cards to full colour brochures or banners. Our excellent production team each have over 20years experience and are available to assist you with all matters print and design. Our products are proudly manufactured in Navan, Meath.",print
626,"Steelworx Ltd is a leading, and one of the most innovative steel forming and metal fabrication sub-contractor companies in Northern Ireland. Based in the engineering heartland of Co. Tyrone, Steelworx offers the complete engineering solution from high definition plasma cutting, steel bending, steel forming, fabrication and finishing. Operating out of 15,000 square foot premises on the outskirts of the village of Eglish in Co. Tyrone, Steelworx uses the latest software for plasma cutting and metal fabrication, serving many industrial sectors including Materials Handling, Recycling, Agriculture & Transport and Bespoke.",engineering
627,"Stem Systems - IT solutions provider - hardware, software, networking Stem Systems are an I.T. solutions provider based in Northern Ireland, formed in 2003 as a company capable of handling the complete range of I.T. requirements of typical small to medium businesses. Our clients and ongoing projects now incorporate work for both the private and public sector in a wide variety of professions. In many cases these contracts have involved Stem Systems supplying and configuring the entire infrastructure â€"" servers, client machines, networking and firewall equipment, continuing to line-of-business software applications â€"" all in-house and with a single point of contact. Infrastructure work is taken further with the development of bespoke software to handle the more specific needs of clients and improve certain business processes. Stem Systems have developed a range of software systems for various business needs and work with clients on a long term basis - offering ongoing maintenance and updates to the software if required, complemented with support for the I.T. infrastructure on which it runs.",it
628,"Services Audit and Accountancy Every business must prepare annual financial statements in order that it can fulfill its filing obligations. We believe the professional fee should not merely be an additional cost which gets rolled into the tax burden. Our purpose is to add value in the course of our accounts and audit work. We will carry out an overall review of the business, identifying its strengths and weaknesses and discuss these matters with you in detail. Our partners and senior staff have extensive experience from a wide range of businesses and with our detailed knowledge of your affairs we are ideally placed to make a constructive contribution to protecting and enhancing the value of the business that you have created. Taxation Planning Timely calculation of the tax liability is a basic but important function in enabling an individual or business to budget for tax payments. We provide a specialised tax service for all individuals and companies and will assist in tax planning strategies to mitigate your liabilities as far as possible. We will advise on available reliefs or tax changes which would affect your tax position, and, if you are considering new developments or profile changes, we will project the tax implications and advise on the most tax efficient approach. Recent changes in capital gains tax legislation have introduced important new rules which must be taken into consideration when contemplating disposal of a business or its assets. It is imperative that proper professional advice is sought at an early stage of any proposed disposal. Inheritance Tax and Estate Planning is an ongoing exercise and availing of our specialist knowledge will enable you to minimise or eliminate tax liabilities arising on the disposition of your estate. VAT (introduced as a simple tax in 1973) has become a very complex area and the VAT implications have to be closely examined in many business decisions. We are available if there are VAT issues with which you require assistance. Each business person wants to secure maximum benefit for himself or his family and, in order to attain this, careful consideration must be given to how and when income is withdrawn from the business. We can assess the various options and discuss these with you. This will enable you to decide which suits you best in the light of the different tax implications of each. Taxation Compliance Services There are numerous online and manual taxation returns to be completed and filed within strict deadline by businesses and individuals, in many cases with substantial penalties for failure to comply. Stevenson and Wilson are prepared to assume this burden on behalf of our clients in respect of PAYE, VAT, Income Tax and Corporation Tax. In addition to these routine compliance services, we are experienced in handling inquires made by Tax and VAT Inspectors.",finance
629,"Andre Pierre Negri was born in South Africa to Irish-Italian parents. After graduating from the University of Port Elizabeth with a B.Arch in 1996, he worked in a design company before emigrating to Ireland in 1997. Andre became a member of the RIAI in 2006 and formed STUDIO NEGRI while continuing to work as a Team Leader on large projects throughout the country. After gaining 13 years of valuable experience in all sectors of the Irish building industry, he is a full time director of STUDIO NEGRI. He strives to understand and deliver the needs of his clients, and continues to stay at the cutting edge of Irish Architecture by researching and applying innovative principles in sustainable design and construction techniques.",construction
630,"Studiorogers Architects Ltd, Coleraine, N.Ireland is a design focused, collaborative RIBA Chartered Architectural design practice. We take inspiration from the rich diversity of cultural heritage and landscape which makes this region famous.",construction
631,"Stephen Cunningham, the Managing Director, is a Chartered Accountant and a Chartered Tax Adviser with an expert knowledge of a vast range of businesses. Based in Belfast, SW Cunningham Ltd aims to ensure that its clients receive first class accounting and tax services and that they take advantage of all available tax reliefs to ultimately minimise their tax payable. We offer a professional and friendly service dedicated to client satisfaction. We put our clients first! Call SW Cunningham Ltd on 028 9079 8502. We are local to Newtownbreda, Knockbreda, Castlereagh and our services are available across Belfast and the surrounding areas. Mail: stephen@acctsandtax.com Phone: 02890 798 502 EXPERTS IN ACCOUNTANCY, we specialise in: As an accounting firm, we specialise in: - Accounts Preparation - Audit & Assurance - Personal Tax Returns & Tax Planning - Corporate Tax - VAT - Payroll & Auto Enrolment - Computer Consultancy - Business Plans for Start-up Businesses Our office is local to Newtownbreda, Knockbreda, Castlereagh and our services are available across Belfast and the surrounding areas. Changing your Accountant It may be time to change your accountant if: - You do not receive a premium service - You are paying too much tax - many people are! - Your accountancy fees are constantly increasing - Significant delays in receiving your accounts - You feel your calls are never returned Changing accountants is a simple process and SW Cunningham Ltd can take care of this for you. We will inform your accountant of your decision and arrange for all records to be transferred to us.",finance
632,"With 30 years' experience in the Irish telecommunications market, the team at Synoptic has developed a strong network of partners which enables us to determine the most cost-effective, innovative and future-proofed solutions available to our clientsOur key focus is building a strong and dependable relationship with our clients and to play a consultative and integral role in any current or future requirements they may haveSynoptic ensure an unrivalled level of service with the highest standards of support and account management Our primary goal is to develop and deliver 'best in class' business solutions, increase end-user revenue, enhance satisfaction, and provide a real competitive edge for our customersWe deliver turnkey solutions for all IT & ICT related services and provide innovative applications for diverse business requirements in all industry sectorsSynoptic empowers full turnkey implementations for small, medium and large scale telecom projects, pre-sales support, maintenance, training and consultancy Synoptic is your partner for choice, we help you boost your productivity and succeed in an increasingly challenging business world by successfully integrating the latest technology products and solutions that deliver today's mission-critical services and solutions",it
633,"Syscom Solutions was established in 1996 by Pascal Hickey and Tadhg Maher. Our mission is to ""Provide Value, Reliability and Flexibility to our Customers"". As the Telecoms Industry continues to evolve, we continue to assist our customers in finding the best possible solutions for their business.",it
634,"Paragon Products is a range of products manufactured by Taltech Engineering Holdings. Established in 1984, we have a reputation for producing the highest quality products in our industry, using environmentally friendly production methods. We are the supplier of choice for the healthcare industry with products such as bins, trolleys, first aid products and soap dispensers. Our range of street furniture can be seen across public spaces in Ireland. Products include litter bins, bicycle stands, ashbins, bollards and smoking shelters. We supply recycling stations and recycling bins with a bespoke customization and design service. Contact Ireland's leading suppliers of healthcare products, street furniture, and recycling stations today for an obligation-free quotation.",engineering
635,"As industry leaders among piling companies, Taranto Ltd's services provide the vital foundation for all modern multi-storey buildings. We have recently rebranded to Taranto Ltd, carrying forward the confidence, recognition and trust built up over 40 years with local, national and international clients. Taranto Ltd provides contractors, engineers and architects with a whole range of cost-effective, quality-assured and guaranteed piling solutions. Our range of products includes piling, ground improvements, Foundation Packages, mini-piling, underpinning and precast concrete flooring and products from our 70-acre manufacturing facility in Tandragee, Northern Ireland. From this base we service all our clients' piling needs, whether it is for a multi million pound development or a residential self build project.",construction
636,"Techsure IT Support has been serving the Dublin area since 2005, providing IT Support, such as technical helpdesk support, computer support and consulting to small and medium-sized businesses. It's always been our goal to provide enterprise-level IT practices and solutions to the small business sector, with small business prices. Our experience has allowed us to build and develop the infrastructure needed to keep our prices affordable and our clients up and running. We partner with many types of businesses in the area, and strive to eliminate IT issues before they cause expensive downtime, so you can continue to drive your business forward. Our dedicated staff loves seeing our clients succeed. Your success is our success, and as you grow, we grow.",it
637,"At Tempest recruitment our objective is simple. Connect Great Staff With Great Employers. At Tempest we offer recruitment services across the hospitality, services, manufacturing and warehousing industry. With a team of dedicated consultants , who are focused and results oriented, we bring experience and unique insight to the changing needs of the market. We are proud to offer both full time permanent placement and part time or contract placements. Ready to find the right staff for your hospitality or manufacturing business? Contact us today to learn more about our services and how we can help you achieve your staffing goals. Our team of experts is here to help you find the right people for your business, so you can focus on what you do best! Feel free to contact us for any queries. We will get back to you.",industry
638,"Tennants Bitumen are based in the Belfast harbour estate and is ideally placed for the import and distribution of bituminous binders for the Northern Ireland road construction and maintenance industry. With almost 100 years of operational expertise in the sector, the company places a high emphasis on customer satisfaction and high quality. This is demonstrated in the operation of our ISO 9001 accredited Quality Management System. Tennants Bitumen also operates a Health and Safety Management System accredited to OHSAS 18001 and an Environmental Management System accredited to ISO 14001. Tennants Bitumen provides a comprehensive range of conventional and specialist binders including penetration grade bitumen, polymer modified binders, clear binders and bitumen emulsions. Each product is supported with professional and technical backup including the company's in house laboratory, and use of an extensive European support network specialising in research and development. Tennants Bitumen import bitumen into a purpose-built facility located at Airport Road West, Belfast where, after further processing, finished products are supplied to customers, mainly for use in the road construction industry. Continued investment in plant means that we can supply a wide range of customer requirements including penetration, cutback, defer-set, polymer-modified and emulsion grades. Quality products and service to customers give Tennants Bitumen an enviable record within the construction industry in Ireland.",construction
639,"Tennants enjoys a highly successful partnership with leading manufacturers of specialist construction Products. Tennants Building Products is now a key distributor serving specialist construction contractors throughout Ireland. Tennants offer a highly comprehensive range of quality interior products from leading manufacturers of suspended ceilings, partitioning and drylining systems. Now with an even wider range of products Tennants can also supply materials and offer solutions for thermal and acoustic insulation requirements as well as passive fire protection to meet or exceed required building control standards. Exterior cladding applications are provided for with a range of architectural cladding systems available in metal, GRP and calcium silicate. A variety of fixing systems are also available. The company is a NQA ISO 9001 registered company.",construction
640,"There is no doubt that using drilling and blasting is effective, yet it is relatively dangerous without supervision and specialist knowledge of the types of explosives for different types of rock. It can be costly and often requires permits and specific control measures to be put in place. Hydraulic hammer alternatives address many of these concerns, but are slow, noisy and expensive, plus they come with their own health and safety issues because of vibration. In today's high paced, safety conscious workplace, both of these techniques create major problems. We have developed the solution, providing maximum efficiency and effectiveness in a versatile, cost effective and more importantly, safe product. Our patented Terminator Impact Technology lifts a heavy forged steel weight, creating vacuum pressure, which along with gravity, helps accelerate it onto a custom metal alloy striker pin. The striker pin directs its energy into the rock, before resetting. Unlike conventional hammers, Terminator Impact Hammers do not rely on the carrier to avoid ricocheting. It uses it's own weight to rest on the rock, Shock vibrations are absorbed by our unique buffering system enabling the Terminator Rock Breaker to operate safely, while generating extreme high-energy impacts at a low strike rate.",engineering
641,"Hello and welcome to TEROCO Windows and Doors Ltd. We are a privately owned Irish owned company and the VELFAC Certified Partner in Ireland. We are a one-stop shop for the design, supply and installation of high quality, energy efficient Scandinavian VELFAC aluclad and aluwood products throughout Ireland. We are based in Dublin and have completed numerous projects throughout the country in both the domestic and commercial markets. TEROCO have experienced exponential growth due to the high demand for the VELFAC product in both markets. Consumers are steering away from PVC products and specifying the better quality aluwood systems; satisfying demand for a far more thermally efficient, greener, durable and aesthetically pleasing product.TEROCO can also advise on all aspects of your design to meet the individual needs of your home or project with our team of experienced Architectural Technicians. Our team of technicians will design your window system and produce detailed interface drawings which are the key to any successful project. This attention to detail together with a high standard of completion of projects has led to repeat business with architects, builders and clients since our commencement. VELFAC are a Danish company who have been manufacturing windows for over 60 years.The VELFAC product is manufactured to extremely high standards and leading innovators in design and manufacturing. The 12 year VELFAC warranty shows confidence in their product. The VELFAC product is handled on site by carpenters who have vast experience in dealing directly with the VELFAC product. We do not leave site until the project has been completed to the client's satisfaction.Our team has over 18 years' experience in the construction industry and over 10 years' experience dealing directly with VELFAC products. Our goal is to be the number one supplier of aluwood and aluclad products throughout Ireland.",construction
642,"Based in Desertmartin TGM Plant Hire have established a successful and reliable plant hire service. For over 10 years we have been providing a range of plant to both domestic and commercial customers. Offering everything from excavators to dumpers, mixers and trailers we're sure we have the solution to your plant needs. We pride ourselves on our flexible service, providing both same day delivery and collection on all our machinery. Our competitive prices and reliable service are also two aspects that keep our customers coming back. If you would like a free quotation or further information into our service, please get in contact .",construction
643,"TBS is a leading landscape architecture, urbanism and landscape planning practice that serves both the public and private sectors. Established in 2004 and based in Malahide, Co. Dublin, the office is active in various sites over the country. Our approach is collaborative, responsive and creative. Our aim is to create sustainable places for people to enjoy and value as places to live, work and visit. The practice ethos places sustainable design as a pivotal and integral part of the planning and development process. As designers, we work in close collaboration with architects, planners, engineers and ecologists amongst other design team professionals on a wide range of project types including residential, education, healthcare, conservation, public realm, leisure, tourism and the energy and resources sectors. TBS offers a full service in landscape architecture and landscape planning, from initial design concept to certification of completed works on site. We also offer consultancy in Green Infrastructure planning, EIS studies, Visual Impact Assessment and Landscape Management. Contact us by phone or email to see how we can assist your project.",construction
644,"The practice works extensively for the private and public sector. Major projects have included the full range of building types including offices, schools, colleges, housing, hospital work, hotels, shops, commercial and industrial together with innovative work in community architecture, urban design and civic awareness. The workforce consists of Partners, Architects and Technicians. The resultant skills available ensure that all projects from small scale to multi-size complex developments are within the capabilities of the partnership. Founder David Wright Boyd remained in practice until 1965 and was the architect of the first purpose-built apartment block in Northern Ireland, designed in 1933, and the iconic Floral Hall at Belfast Zoo. The practice has built up a large and diverse client base spanning a wide range of architectural experience and therefore offers the full range of services from our in-house resources.",construction
645,"Established in 1993 we are the oldest and most experienced supplier of large format graphics to the Retail, Exhibition and Display sectors.Our longevity is testament to our reliability and quality. We enjoy a confidential relationship with all our clients.",print
646,"The Tech Stop is an all in one IT Consultancy agency offering a wide range of services under one roof so that when you have issues you only need make one call. The aim of our company is to simplify yours. By offering a one stop solution for all your technical needs, we aim to take the pain out of any design or technical needs your business may have, simply by being at the other end of the phone. Over the years we have come across many clients that suffer from the same common problem with their IT support services, there is a different company for every aspect, one company for web and mail hosting, one company for printer support another for network support and so on. With this in mind we worked hard at building up a collective team of qualified support and design staff to remedy this issue. By bringing everything under one roof we can make things as simple for you and your staff as a single phone call. With a support network of reliable and knowledgeable engineers and designers we can support all aspects of your IT needs. From in house IT engineers to handle your day to day IT issues, through to qualified designers that can design and print your web and marketing materials to help boost your marketing campaigns.",it
647,"Welcome to The Victorian Kitchen Company! We design, build and install solid wood kitchens. Our Dublin Kitchen Showroom is only 5 mins from Dublin Airport. All our cabinetry is hand made. We use only the finest timbers that are sustainably sourced. We have over 30 years experience and 1000's of satisfied customers. Our exclusive kitchen designs include Fitted Kitchens, The Castle Kitchen, The Shaker Kitchen, New England Style Kitchens, Freestanding Kitchens, Victorian Kitchens, Hand Painted Kitchens and many others. Our work has been installed in amazingly varied locations from houseboats to castles and everything in between! We have great Kitchen design ideas for all homes.Seamlessly fitting your space, our fitted kitchens are made to measure and it shows! We will design your kitchen with ease of use, ergonomics and the work triangle in mind. Kitchen Islands are a great way of getting extra working space in your kitchen. We have some fantastic ideas for integrating recycling bins, dishwashers and sinks into our islands. Installing a new kitchen island can give the entire kitchen a new lease of life. Kitchen Dressers & Larders are Fantastic options to improve the storage capacity of your kitchen.",construction
648,"Philip is an accomplished design professional who has worked in the Irish & U.K. publishing and design industry for almost 15 years. Formerly a Design Studio Manager with Printcomp, Philip has been heavily involved in the design and development of Visual Communications for some of Ireland and the U.K.'s leading organisations and brands.These include; Failte Ireland, LGFA, GAA, Alltech, The National Magazine Company (U.K.), Ashville Media to name but a few. Philip founded the business The White Bear Design with Tomas back in 2016 and has since been developing a strong portfolio of leading Irish SME's and multinational brands. He is also a Visual Communications expert and is engaged in visual concept and development at senior level in a number of organisations. Tomas is a creative and experienced designer with 12 years spent working in London, Melbourne and Dublin. During his time in London, Tomas worked in a branding agency in developing new and existing brands for leading retailers such as Accessorize and Debenhams. Tomas also spent a year freelancing in Melbourne where he developed reports for ING bank.Upon returning to Dublin Tomas took up the role of Design Editor at the Irish Medical Times where he spent 3 years. His role was to work closely with the design & production manager, whilst also with the journalists and editors to ensure that the weekly periodical reached its print deadline to the highest standards. Tomas also worked as part of a team of designers for leading Agri-Science company Alltech, creating large scientific reports, advertising for Alltech products and large format graphics such as tradestands and tradeshow signage.",print
649,"earth2earth is a brand of Thorn Environmental Ltd one of the largest and most innovative producers of refuse sacks, bin-liners and packaging films in Ireland. Thorn Environmental Ltd concentrates on developing products that are sustainable and renewable and fit in with our desire to be part of the circular economy. As leaders in innovation, we pride ourselves on being first to market with Biodegradable, water and heat resistant Compostable films, and now our new Bio-Based Carbon Captured 100% Recyclable products made from Sugar cane. These products are identical to fossil fuel-based plastic ones but are completely sustainable and renewable. Previously we were also first to market with sacks on rolls and multilayer films We are committed to a solutions-based philosophy. Our current obsession is with excess CO2, and this has driven our desire to replace as many of our products as possible with Bio-based alternatives.",industry
650,Established in 1975 Tiernans Joinery is a second generation family business but it's roots go further back than that. Situated on the site of an old Estate Sawmill dating back to the 1800's you could say we are steeped in the history and practice of quality carpentry and joinery innovations. Designing and manufacturing showpiece stairs and balustrades are the Tiernans Joiner hallmark.Regardless of the complexity or the design brief our specialised knowledge and perfected techniques can and will craft a stunning staircase from the finest timbers for any residential or commercial project.,construction
651,"Our qualified craftspeople manufacture and fit a wide range of joinery work from simple from domestic units to bespoke commercial joinery, carpentry and specialist site works. With in-house design, manufacture and installation capabilities, we can cater for all aspects of the timber project requirements. Our workshop and machinery gives us the additional capability to run all our timber from raw which in turn provides us a unique and competitive position in the market. We work with all types of timber from softwoods to hardwoods, melamine to veneered hardwood boards. All common timbers such as ash, oak, and walnut to specialist imported timbers offering our clients a point of difference. Our premises is situated in Ballymount, Dublin 12. Here we operate a modern purpose-built wood working workshop utilising a variety of modern and traditional machinery and different woodworking methods allowing us to take on both small and large scale projects with ease.",construction
652,"Our goal is to provide our clients with something new, a complete Roofing experience. We strive to change the typical 'roofing man in a van' perception into the professional service required today. From initial concept design stage we can produce a technical submittal to satisfy even the most demanding clients. Our proposals include; specifications, detail drawings, U-value calculations, tapered insulation scheme's, BCAR inspection plan, program of works, method statements and much more specific for each individual contract. Our aim is to assist with the selection of an appropriate waterproofing system to suit the building structure and client requirements. We provide detailed specifications and site specific working drawings. We have extensive experience with the design and installation of Mastic & Polymer modified Asphalt, Torch-on membranes, Single Ply PVC & TPE membranes, Liquid Coatings and Composite Panels. Whilst we are predominantly flat roofing specialist we also have the appropriate resources to consult regarding traditional Slate's, Tiles, Copper, Lead and Zinc waterproofing.",construction
653,"Tom Creed Architect has been in private practice since 1995. Presently, the work embraces Architecture, Interiors and Furniture/Product design. The Practice is involved in a diverse range of projects, from new build to customised interior interventions in existing buildings/ structures. The design solutions are based on a fusion of the Client's needs and the desire to provide an innovative response to the brief requirements integrated to the specifics of the site context. This response is further allied, as it evolves, to a sustainable, eco-aware ethos and the use of natural, sustainable products in harmony with space, form and light",construction
654,"Founded in 1998, Tom Stephenson Architect has developed a reputation for delivering design excellence in projects ranging from bespoke modern houses to innovative retail solutions. Based in Northern Ireland, the practice's award-winning architecture hails from inherent creativity, attention to detail and the pen of a perfectionist! The practice is kept intentionally small to ensure a hands-on approach to all elements of the design and construction process.",construction
655,"Running a business requires a dependence on many tools and devices that you have no expertise in, and solid trust in whoever manages those tools and devices. A reliable, trustworthy service has to back the tools and consumables your business relies on if you want steady operations. We understand the need for a quality and dependable service. One of the most overlooked aspects of running any business is the printing operation, as any printer-related downtime can push back general business operations. Reliable printing is essential to reliable business operations, and a quality and trustworthy service behind your printing consumables or print management is vital for reliable printing. We know this well, and so do our customers - this is exactly what we provide in all our products and services.",print
656,"Toolfast was founded by Peter Byrne in 2004. Since then, the company has grown significantly to become Ireland's leading fastener specialist. The focus has been on quality products and delivering what our customers need. Projects we have supplied to include blue chip multinationals, social media giants, world's leading software provider and pharma as well as every type of construction building. Our products are used in roofing and cladding, steel fabrication, modular construction, steel shed construction among other sectors. Toolfast is the home of the SFS Group in Ireland. We sell their wide range of products and are delighted to now distribute in Ireland Soter 11, the fall protection system, as well as Nvelope, the leading rain screen system provider in Europe. Innovation is at the heart of Toolfast and recently we patented our Dual Screw product that saves time and money as construction workers can use just 1 screw for both wood and steel. The environmental focus is key at Toolfast and we are eliminating colour caps as we now colour coat our screws, so they blend with the building and avoid damage to animals and wildlife. Our fleet are environmentally friendly, and we do everything to reduce our carbon footprint We provide cost effective solutions for our customers. We visit sites to assess their needs, provide Pull Out Tests and Wind Load Calculations so the correct products and solutions are chosen and therefore we provide value engineering to each project we are involved in. With our own delivery vans, we provide same day Dublin and next day nationwide delivery.",engineering
